monthly_charge,city,longitude,latitude,zip_code,number_of_referrals,age,tenure_in_months,total_long_distance_charges,total_revenue,avg_monthly_long_distance_charges,total_charges,avg_monthly_gb_download,contract,number_of_dependents,payment_method,engagement_score,num_addon_services,offer,total_extra_data_charges,paperless_billing,total_refunds,multiple_lines,customer_status
55.8,Strathmore,-119.129075,36.141319,93267,0,24,5,206.45,480.8,41,274.35,51.0,Month-to-Month,0,Credit Card,3,2,No Offer,0,Yes,0.0,No,0
20.25,Independence,-118.189241,36.869584,93526,0,24,10,131.6,334.1,13,202.5,0.0,Two Year,0,Credit Card,0,0,No Offer,0,No,0.0,No,0
81.25,Ventura,-119.221437,34.279221,93003,1,43,59,1746.4,6385.85,29,4639.45,12.0,One Year,0,Credit Card,3,2,No Offer,0,Yes,0.0,No,0
25.8,Calpine,-120.456699,39.672813,96124,8,41,68,1164.16,3075.66,17,1911.5,0.0,Two Year,0,Credit Card,1,0,Offer A,0,No,0.0,Yes,0
24.05,El Portal,-119.822984,37.654551,95318,7,19,54,2245.32,3476.22,41,1230.9,0.0,Two Year,2,Bank Withdrawal,1,0,Offer B,0,Yes,0.0,Yes,0
20.3,Rocklin,-121.281856,38.823278,95765,0,24,22,506.66,973.81,23,467.15,0.0,One Year,0,Credit Card,0,0,Offer D,0,No,0.0,No,0
52.15,Yorba Linda,-117.732197,33.884073,92887,6,19,49,1392.58,4026.33,28,2583.75,41.0,Month-to-Month,0,Credit Card,3,0,No Offer,50,Yes,0.0,Yes,0
79.15,Forbestown,-121.24807,39.531028,95941,6,29,51,129.03,4147.58,2,4018.55,71.0,Month-to-Month,2,Bank Withdrawal,3,2,No Offer,0,Yes,0.0,No,0
25.6,Trabuco Canyon,-117.567346,33.631119,92679,4,50,19,730.17,1216.07,38,485.9,0.0,Two Year,2,Credit Card,1,0,Offer D,0,No,0.0,Yes,0
80.55,Hercules,-122.214945,37.991259,94547,0,56,2,10.6,198.7,5,188.1,11.0,Month-to-Month,1,Credit Card,3,1,No Offer,0,No,0.0,Yes,0
19.55,Pioneer,-120.271114,38.546999,95666,9,56,14,266.42,560.92,19,294.5,0.0,One Year,0,Mailed Check,0,0,No Offer,0,No,0.0,No,0
44.85,Glendale,-118.267539,34.167926,91202,1,70,57,0.0,2560.88,0,2572.95,3.0,Month-to-Month,0,Bank Withdrawal,4,0,No Offer,0,Yes,12.07,No,1
97.75,Belmont,-122.306132,37.509366,94002,1,25,72,1496.88,8488.48,20,6991.6,59.0,Two Year,3,Credit Card,7,3,No Offer,0,Yes,0.0,Yes,0
98.0,Stockton,-121.260051,37.965695,95205,0,49,63,1488.06,7706.51,23,6218.45,21.0,Two Year,0,Credit Card,6,3,No Offer,0,No,0.0,Yes,0
64.4,Yucca Valley,-116.425984,34.159534,92284,0,58,4,4.4,257.4,1,253.0,19.0,Month-to-Month,0,Credit Card,4,1,No Offer,0,Yes,0.0,Yes,0
64.8,Palmdale,-118.082935,34.536232,93550,2,32,17,770.95,1946.55,45,1175.6,11.0,One Year,0,Credit Card,5,2,Offer D,0,No,0.0,No,0
85.35,Kerman,-120.123526,36.727418,93630,0,61,6,71.82,561.27,11,489.45,27.0,Month-to-Month,0,Bank Withdrawal,3,1,No Offer,0,Yes,0.0,No,1
94.45,El Monte,-118.01462,34.074492,91732,0,21,56,1422.96,6547.56,25,5124.6,51.0,Month-to-Month,0,Bank Withdrawal,6,2,No Offer,0,Yes,0.0,Yes,1
88.35,San Diego,-117.152162,32.886925,92126,1,52,13,231.79,1454.59,17,1222.8,10.0,Month-to-Month,0,Bank Withdrawal,4,0,No Offer,0,No,0.0,No,1
49.15,Calexico,-115.431225,32.690654,92231,1,59,6,41.64,312.44,6,270.8,28.0,Month-to-Month,0,Bank Withdrawal,2,1,Offer E,0,Yes,0.0,No,1
93.25,Whittier,-118.065875,33.976678,90606,8,40,71,1885.76,8645.21,26,6669.45,7.0,Month-to-Month,0,Bank Withdrawal,6,2,Offer A,90,Yes,0.0,Yes,0
19.6,San Bruno,-122.430661,37.624436,94066,3,23,10,393.5,582.95,39,189.45,0.0,One Year,0,Bank Withdrawal,0,0,Offer D,0,No,0.0,No,0
88.05,Paramount,-118.164432,33.897122,90723,1,71,72,1474.56,7900.21,20,6425.65,6.0,Two Year,0,Credit Card,9,4,Offer A,0,Yes,0.0,Yes,0
24.95,Sacramento,-121.602284,38.691607,95837,10,23,69,3113.28,4831.63,45,1718.35,0.0,Two Year,0,Credit Card,1,0,No Offer,0,Yes,0.0,Yes,0
20.1,Fallbrook,-117.299644,33.362575,92028,0,33,1,16.81,36.91,16,20.1,0.0,Month-to-Month,0,Credit Card,0,0,Offer E,0,No,0.0,No,1
90.05,Modesto,-121.012295,37.621458,95351,3,57,47,1797.75,5934.95,38,4137.2,20.0,Month-to-Month,1,Bank Withdrawal,5,2,No Offer,0,No,0.0,No,0
20.5,Winters,-122.024579,38.578604,95694,9,28,60,1877.4,3076.2,31,1198.8,0.0,Two Year,0,Bank Withdrawal,0,0,Offer B,0,Yes,0.0,No,0
19.25,San Jose,-121.851046,37.270938,95136,0,58,2,42.36,90.71,21,48.35,0.0,Month-to-Month,1,Credit Card,0,0,No Offer,0,No,0.0,No,0
96.0,Hayward,-122.120843,37.62984,94545,0,57,2,96.68,271.48,48,174.8,28.0,Month-to-Month,0,Bank Withdrawal,5,0,No Offer,0,Yes,0.0,Yes,1
46.3,Palmdale,-118.029441,34.557711,93552,0,37,53,0.0,2546.85,0,2546.85,24.0,Month-to-Month,0,Bank Withdrawal,5,2,Offer B,0,Yes,0.0,No,0
90.05,Soledad,-121.360597,36.414216,93960,10,61,34,681.7,3778.7,20,3097.0,57.0,Month-to-Month,3,Credit Card,5,1,Offer C,0,Yes,0.0,Yes,0
65.85,Hydesville,-124.081662,40.557314,95547,4,35,60,2614.2,6542.5,43,3928.3,30.0,One Year,0,Bank Withdrawal,5,4,Offer B,0,Yes,0.0,No,0
-2.0,Citrus Heights,-121.271616,38.69508,95610,0,75,55,1628.0,7037.75,29,5409.75,3.0,One Year,0,Bank Withdrawal,5,1,No Offer,0,Yes,0.0,Yes,0
92.55,Mill Creek,-121.460674,40.331975,96061,5,25,53,1289.49,6068.94,24,4779.45,52.0,Month-to-Month,2,Bank Withdrawal,4,2,No Offer,0,Yes,0.0,No,0
70.0,Greenwood,-120.897718,38.921333,95635,0,39,5,226.25,583.65,45,347.4,22.0,One Year,0,Credit Card,5,1,No Offer,10,Yes,0.0,No,1
53.75,Coulterville,-120.110174,37.722127,95311,0,56,57,0.0,3196.0,0,3196.0,30.0,Month-to-Month,0,Bank Withdrawal,6,2,Offer B,0,Yes,0.0,No,0
45.85,Salida,-121.08739,37.713152,95368,1,47,1,14.9,60.75,14,45.85,6.0,Month-to-Month,0,Credit Card,1,0,No Offer,0,Yes,0.0,No,1
86.45,Walnut Creek,-122.052782,37.900662,94596,0,57,61,275.11,5450.41,4,5175.3,24.0,Two Year,0,Credit Card,8,3,Offer B,0,No,0.0,Yes,0
101.15,Pine Valley,-116.483363,32.800671,91962,9,71,38,1075.4,4817.25,28,3741.85,27.0,One Year,1,Bank Withdrawal,5,1,No Offer,0,No,0.0,Yes,0
104.95,Vernalis,-121.263381,37.609095,95385,0,30,60,1372.8,7609.55,22,6236.75,48.0,Month-to-Month,0,Bank Withdrawal,7,3,No Offer,0,Yes,0.0,No,0
20.15,Compton,-118.236773,33.912246,90222,5,37,50,1347.5,2278.4,26,930.9,0.0,Two Year,0,Bank Withdrawal,0,0,Offer B,0,No,0.0,No,0
55.3,Newport Beach,-117.927024,33.62251,92663,1,51,9,210.24,711.44,23,501.2,22.0,Month-to-Month,3,Credit Card,3,1,No Offer,0,Yes,0.0,Yes,0
19.7,Canoga Park,-118.632656,34.224377,91304,5,22,71,1587.56,3003.41,22,1415.85,0.0,Two Year,2,Credit Card,0,0,No Offer,0,No,0.0,No,0
64.2,Hume,-118.901544,36.807595,93628,1,61,46,1702.92,4712.42,37,3009.5,6.0,Two Year,0,Credit Card,4,2,No Offer,0,Yes,0.0,No,0
109.95,Glendale,-118.289463,34.17051,91201,8,24,35,1690.5,5441.0,48,3782.4,73.0,Month-to-Month,3,Bank Withdrawal,8,3,No Offer,0,Yes,31.9,Yes,0
71.35,Westmorland,-115.60503,33.03679,92281,0,43,1,40.4,111.75,40,71.35,13.0,Month-to-Month,0,Bank Withdrawal,1,0,No Offer,0,No,0.0,No,1
19.65,Amador City,-120.8421,38.431407,95601,0,34,23,239.43,717.53,10,478.1,0.0,One Year,0,Credit Card,0,0,Offer D,0,Yes,0.0,No,0
100.25,Clements,-121.02789,38.227285,95227,0,45,1,20.23,120.48,20,100.25,17.0,Month-to-Month,0,Credit Card,6,1,Offer E,0,Yes,0.0,Yes,1
-3.0,San Gabriel,-118.089431,34.114772,91775,5,79,21,901.95,2241.75,42,1339.8,30.0,One Year,0,Bank Withdrawal,4,2,No Offer,0,Yes,0.0,No,0
19.75,Jenner,-123.187019,38.505995,95450,2,40,16,511.84,825.24,31,313.4,0.0,Month-to-Month,1,Bank Withdrawal,0,0,No Offer,0,No,0.0,No,0
51.05,Browns Valley,-121.320597,39.292334,95918,10,19,70,0.0,3755.15,0,3635.15,41.0,One Year,0,Bank Withdrawal,6,3,No Offer,120,Yes,0.0,No,0
105.65,Apple Valley,-117.184503,34.424926,92308,0,44,66,2043.36,8887.86,30,6844.5,11.0,Two Year,0,Bank Withdrawal,7,3,No Offer,0,Yes,0.0,No,0
91.7,Cottonwood,-122.448533,40.336392,96022,0,20,1,17.23,108.93,17,91.7,52.0,Month-to-Month,0,Bank Withdrawal,5,2,Offer E,0,No,0.0,No,1
19.95,Lakeside,-116.906774,32.909873,92040,0,49,14,569.24,837.64,40,268.4,0.0,Month-to-Month,5,Credit Card,0,0,No Offer,0,No,0.0,No,0
20.25,Ceres,-120.952825,37.553469,95307,7,42,46,1271.9,2162.25,27,890.35,0.0,Two Year,1,Bank Withdrawal,0,0,No Offer,0,No,0.0,No,0
100.6,Happy Camp,-123.487478,41.831901,96039,0,42,49,929.53,5999.18,18,5069.65,3.0,One Year,0,Bank Withdrawal,6,1,No Offer,0,Yes,0.0,Yes,1
80.7,Upland,-117.655583,34.141146,91784,5,57,3,71.16,310.61,23,239.45,17.0,Month-to-Month,1,Bank Withdrawal,2,0,Offer E,0,Yes,0.0,No,0
84.05,San Joaquin,-120.153393,36.600193,93660,10,63,34,192.1,3102.05,5,2909.95,26.0,Month-to-Month,1,Credit Card,3,1,No Offer,0,Yes,0.0,No,0
110.0,Santa Monica,-118.491156,34.031529,90403,4,26,68,1005.72,8617.57,14,7611.85,47.0,Two Year,0,Bank Withdrawal,8,3,Offer A,0,Yes,0.0,Yes,1
84.4,San Diego,-117.116587,32.697098,92113,1,59,50,1766.5,5882.65,35,4116.15,17.0,Month-to-Month,0,Bank Withdrawal,3,0,No Offer,0,Yes,0.0,Yes,1
20.25,Elk Creek,-122.594879,39.53222,95939,0,19,3,4.71,66.16,1,61.45,0.0,Month-to-Month,0,Bank Withdrawal,0,0,No Offer,0,Yes,0.0,No,0
84.6,Orange Cove,-119.298895,36.633498,93646,0,23,25,239.25,2327.3,9,2088.05,59.0,Month-to-Month,0,Credit Card,3,0,Offer C,0,Yes,0.0,Yes,0
105.0,Ontario,-117.591528,34.035602,91761,0,67,19,151.05,2178.3,7,2007.25,12.0,One Year,0,Mailed Check,6,3,No Offer,20,Yes,0.0,No,0
-3.0,Jolon,-121.189757,35.930782,93928,0,47,65,1803.75,8435.6,27,6631.85,30.0,Two Year,0,Credit Card,7,2,Offer B,0,No,0.0,Yes,0
84.75,Marina Del Rey,-118.445475,33.977468,90292,1,47,3,114.27,379.12,38,264.85,30.0,Month-to-Month,0,Bank Withdrawal,4,0,No Offer,0,Yes,0.0,Yes,1
111.25,Menlo Park,-122.183762,37.449551,94025,1,39,67,2347.01,9858.66,35,7511.65,23.0,One Year,0,Bank Withdrawal,8,3,No Offer,0,Yes,0.0,Yes,0
75.25,Granada Hills,-118.505104,34.291273,91344,0,51,8,150.56,727.26,18,576.7,3.0,Month-to-Month,0,Bank Withdrawal,2,0,No Offer,0,Yes,0.0,Yes,0
70.9,Raisin City,-119.905245,36.594542,93652,8,38,67,1880.02,6557.12,28,4677.1,15.0,Two Year,0,Credit Card,6,4,No Offer,0,No,0.0,Yes,0
59.45,Standish,-120.386422,40.346634,96128,0,47,26,84.76,1591.76,3,1507.0,6.0,One Year,0,Credit Card,3,1,Offer C,0,No,0.0,No,0
95.25,Newport Beach,-117.902304,33.601309,92661,1,74,57,2844.87,8259.33,49,5427.05,21.0,Month-to-Month,0,Bank Withdrawal,5,2,No Offer,0,Yes,12.59,Yes,1
75.25,La Mesa,-117.01611,32.782501,91942,0,64,39,1410.63,4428.28,36,3017.65,5.0,Month-to-Month,0,Bank Withdrawal,2,0,Offer C,0,No,0.0,Yes,1
54.25,Borrego Springs,-116.192313,33.200369,92004,1,28,47,1844.75,4382.95,39,2538.2,26.0,Month-to-Month,1,Bank Withdrawal,4,1,Offer B,0,No,0.0,Yes,0
98.55,Woodland,-121.694431,38.694081,95776,0,26,20,464.4,2496.35,23,2031.95,59.0,Month-to-Month,0,Mailed Check,6,1,No Offer,0,Yes,0.0,Yes,0
70.4,Taft,-119.402525,35.184837,93268,1,35,17,232.56,1446.61,13,1214.05,11.0,Month-to-Month,0,Bank Withdrawal,1,0,No Offer,0,Yes,0.0,No,1
21.0,Inglewood,-118.355252,33.975332,90302,0,62,52,1471.6,2578.8,28,1107.2,0.0,Two Year,0,Bank Withdrawal,0,0,No Offer,0,No,0.0,No,0
25.35,Sun City,-117.173334,33.739412,92585,3,22,10,363.7,617.2,36,253.5,0.0,Two Year,2,Credit Card,1,0,No Offer,0,No,0.0,Yes,0
93.7,Pine Grove,-120.641274,38.400264,95665,0,19,61,622.81,6483.51,10,5860.7,69.0,One Year,0,Bank Withdrawal,6,3,No Offer,0,No,0.0,No,0
94.45,Los Angeles,-118.24902,33.973616,90001,0,66,8,41.68,784.63,5,742.95,8.0,Month-to-Month,0,Credit Card,4,1,Offer E,0,Yes,0.0,No,1
89.1,Monterey Park,-118.115022,34.049172,91755,1,70,72,1759.68,8112.08,24,6352.4,13.0,Two Year,0,Credit Card,8,4,No Offer,0,No,0.0,Yes,0
51.1,Mira Loma,-117.535395,33.999992,91752,0,45,24,55.92,1325.52,2,1269.6,2.0,Month-to-Month,0,Credit Card,2,1,No Offer,0,Yes,0.0,No,0
69.35,Forks Of Salmon,-123.194748,41.232128,96031,0,77,4,120.44,382.09,30,261.65,25.0,Two Year,0,Bank Withdrawal,1,0,No Offer,0,No,0.0,No,0
83.95,Petrolia,-124.210902,40.274302,95558,0,36,26,371.8,2626.0,14,2254.2,20.0,Month-to-Month,0,Bank Withdrawal,4,0,No Offer,0,Yes,0.0,Yes,1
89.0,Carmel Valley,-121.6386,36.414611,93924,10,59,66,2467.08,8365.68,37,5898.6,8.0,One Year,0,Bank Withdrawal,5,3,No Offer,0,No,0.0,Yes,0
91.55,San Francisco,-122.443119,37.720498,94112,1,52,65,657.15,6621.1,10,5963.95,26.0,Two Year,3,Bank Withdrawal,9,4,No Offer,0,No,0.0,Yes,0
79.95,San Francisco,-122.464531,37.797526,94129,0,40,34,180.88,2908.18,5,2727.3,23.0,One Year,0,Bank Withdrawal,7,3,Offer C,0,Yes,0.0,No,0
81.0,Eureka,-124.15428,40.796621,95501,10,41,45,1170.45,4704.05,26,3533.6,29.0,Two Year,0,Credit Card,7,3,No Offer,0,Yes,0.0,No,0
99.0,San Francisco,-122.395521,37.768881,94107,4,43,71,1116.83,8178.48,15,7061.65,17.0,Two Year,2,Credit Card,6,3,Offer A,0,Yes,0.0,Yes,0
82.0,San Francisco,-122.415201,37.750021,94110,0,36,18,225.0,1650.45,12,1425.45,5.0,One Year,0,Credit Card,7,2,No Offer,0,Yes,0.0,Yes,1
-8.0,Sunol,-121.862856,37.587494,94586,0,21,2,47.04,179.44,23,132.4,48.0,Month-to-Month,0,Bank Withdrawal,5,1,No Offer,0,No,0.0,No,0
74.5,San Diego,-117.232376,32.787836,92109,1,51,8,383.28,993.18,47,609.9,23.0,Month-to-Month,0,Bank Withdrawal,2,1,No Offer,0,Yes,0.0,No,1
31.0,Bridgeville,-123.525626,40.372532,95526,1,43,3,0.0,115.05,0,95.05,19.0,Month-to-Month,1,Credit Card,2,1,No Offer,20,Yes,0.0,No,1
20.05,Chula Vista,-117.054989,32.636792,91910,10,60,12,484.08,748.63,40,264.55,0.0,Two Year,0,Bank Withdrawal,0,0,Offer D,0,Yes,0.0,No,0
20.1,Escondido,-117.033814,33.081478,92025,0,35,16,330.4,626.55,20,296.15,0.0,One Year,0,Credit Card,0,0,Offer D,0,No,0.0,No,0
110.1,Berkeley,-122.303708,37.872902,94710,0,77,72,1016.64,8718.53,14,7746.7,23.0,Two Year,0,Bank Withdrawal,7,3,Offer A,0,Yes,44.81,Yes,0
70.25,Bakersfield,-119.245341,35.392599,93312,0,27,1,23.0,93.25,23,70.25,59.0,Month-to-Month,0,Bank Withdrawal,1,0,Offer E,0,Yes,0.0,No,1
20.2,Upland,-117.655583,34.141146,91784,0,27,1,42.15,62.35,42,20.2,0.0,Month-to-Month,0,Mailed Check,0,0,No Offer,0,No,0.0,No,0
85.55,Downey,-118.120993,33.956228,90240,0,77,10,60.1,911.85,6,851.75,27.0,Month-to-Month,0,Bank Withdrawal,3,0,Offer D,0,No,0.0,Yes,1
43.6,Fiddletown,-120.704613,38.513484,95629,0,38,62,0.0,2748.7,0,2748.7,30.0,Two Year,0,Credit Card,5,2,Offer B,0,Yes,0.0,No,0
78.45,Diamond Springs,-120.811852,38.683605,95619,0,28,4,168.24,498.29,42,330.05,58.0,Month-to-Month,0,Bank Withdrawal,4,1,Offer E,0,No,0.0,Yes,1
24.05,San Andreas,-120.61689,38.196497,95249,0,34,53,2086.61,3388.51,39,1301.9,0.0,One Year,0,Bank Withdrawal,1,0,Offer B,0,No,0.0,Yes,0
100.3,Elk Grove,-121.44195,38.35363,95758,7,31,52,415.48,5659.93,7,5244.45,19.0,One Year,2,Bank Withdrawal,6,2,No Offer,0,No,0.0,No,0
88.2,Dobbins,-121.21191,39.381174,95935,0,74,19,759.43,2535.23,39,1775.8,9.0,Month-to-Month,0,Bank Withdrawal,4,1,Offer D,0,Yes,0.0,Yes,1
45.65,Playa Del Rey,-118.439841,33.947305,90293,0,58,18,613.26,1400.46,34,747.2,28.0,Month-to-Month,2,Credit Card,1,0,Offer D,40,Yes,0.0,No,0
29.45,Greenville,-120.835428,40.160386,95947,1,71,51,0.0,1459.35,0,1459.35,21.0,Month-to-Month,0,Credit Card,2,1,Offer B,0,Yes,0.0,No,0
44.7,Big Oak Flat,-120.256995,37.818589,95305,0,69,6,118.44,394.94,19,276.5,7.0,Month-to-Month,0,Credit Card,1,0,Offer E,0,No,0.0,No,0
113.8,Lakeside,-116.906774,32.909873,92040,0,75,72,1776.24,9622.04,24,7845.8,26.0,Two Year,0,Bank Withdrawal,8,4,No Offer,0,No,0.0,Yes,0
116.6,Sacramento,-121.449942,38.608405,95815,7,26,72,1532.88,9843.63,21,8337.45,52.0,Two Year,1,Bank Withdrawal,9,4,No Offer,0,Yes,26.7,Yes,0
106.0,Elk Grove,-121.44195,38.35363,95758,3,60,71,3361.14,11084.84,47,7723.7,12.0,Two Year,0,Bank Withdrawal,7,2,Offer A,0,Yes,0.0,Yes,1
79.75,Montrose,-118.230625,34.2112,91020,0,72,57,518.7,4956.9,9,4438.2,16.0,Two Year,0,Bank Withdrawal,6,2,Offer B,0,Yes,0.0,Yes,0
86.1,Campo Seco,-120.861666,38.233879,95226,3,38,58,1284.12,6284.62,22,4890.5,2.0,Two Year,0,Bank Withdrawal,8,3,Offer B,110,Yes,0.0,Yes,0
25.45,Concord,-121.971504,37.971421,94521,0,33,71,294.65,2108.0,4,1813.35,0.0,Two Year,2,Bank Withdrawal,1,0,Offer A,0,No,0.0,Yes,0
84.7,Inglewood,-118.359824,33.936827,90304,1,46,72,1792.8,7686.7,24,5893.9,19.0,Two Year,1,Credit Card,8,3,Offer A,0,No,0.0,Yes,0
19.15,Beale Afb,-121.392283,39.125311,95903,0,35,17,470.22,785.04,27,343.45,0.0,Two Year,0,Credit Card,0,0,No Offer,0,No,28.63,No,0
95.65,San Francisco,-122.436975,37.800254,94123,0,79,39,1635.27,5544.32,41,3759.05,23.0,Month-to-Month,0,Bank Withdrawal,4,0,Offer C,150,Yes,0.0,Yes,1
56.3,Whittier,-118.020188,33.972119,90602,10,24,8,254.88,686.38,31,401.5,59.0,Month-to-Month,1,Bank Withdrawal,3,2,No Offer,30,No,0.0,No,0
19.6,Ivanhoe,-119.224243,36.385818,93235,0,37,68,2243.32,3684.97,32,1441.65,0.0,Two Year,0,Credit Card,0,0,No Offer,0,No,0.0,No,0
60.0,Keeler,-117.962461,36.560498,93530,8,58,28,0.0,1682.05,0,1682.05,52.0,One Year,3,Credit Card,7,3,No Offer,0,Yes,0.0,No,0
75.05,Temecula,-117.029473,33.507255,92592,0,23,1,32.86,107.91,32,75.05,58.0,Month-to-Month,0,Mailed Check,2,0,Offer E,0,Yes,0.0,Yes,1
45.25,Blue Lake,-123.831799,40.94338,95525,0,34,2,79.0,153.2,39,74.2,26.0,Month-to-Month,0,Credit Card,1,0,Offer E,0,Yes,0.0,No,0
19.45,Santa Clarita,-118.41459,34.502432,91350,6,21,71,802.3,2180.75,11,1378.45,0.0,Two Year,3,Mailed Check,0,0,No Offer,0,No,0.0,No,0
69.1,Los Angeles,-118.413959,34.057496,90067,0,69,30,597.6,2670.42,19,2093.9,30.0,Two Year,0,Credit Card,5,2,No Offer,0,Yes,21.08,Yes,0
19.6,Rio Vista,-121.737696,38.148862,94571,7,53,34,885.02,1563.82,26,678.8,0.0,One Year,0,Credit Card,0,0,No Offer,0,No,0.0,No,0
83.7,South El Monte,-118.053753,34.04622,91733,0,56,32,1199.36,3832.66,37,2633.3,15.0,One Year,0,Credit Card,8,3,No Offer,0,No,0.0,Yes,0
25.4,Los Angeles,-118.295647,34.127194,90027,8,58,6,190.38,343.68,31,153.3,0.0,Two Year,3,Mailed Check,1,0,Offer E,0,No,0.0,Yes,0
25.5,Sunol,-121.862856,37.587494,94586,6,35,45,1904.4,3025.45,42,1121.05,0.0,Two Year,0,Credit Card,1,0,Offer B,0,No,0.0,Yes,0
28.6,Seaside,-121.823565,36.625114,93955,0,31,37,0.0,973.55,0,973.55,10.0,Month-to-Month,0,Credit Card,2,1,No Offer,0,No,0.0,No,1
111.4,Greenview,-122.955018,41.528541,96037,0,75,11,28.93,1251.98,2,1183.05,13.0,Two Year,0,Bank Withdrawal,7,3,No Offer,40,Yes,0.0,Yes,0
72.6,Glendale,-118.267539,34.167926,91202,0,73,2,30.38,184.68,15,154.3,30.0,Month-to-Month,0,Mailed Check,2,0,No Offer,0,Yes,0.0,Yes,0
76.4,Lakeport,-122.955176,39.080469,95453,6,76,1,41.16,117.56,41,76.4,6.0,Month-to-Month,0,Mailed Check,2,1,No Offer,0,Yes,0.0,No,1
34.6,Fountain Valley,-117.950113,33.712036,92708,10,27,23,0.0,813.45,0,813.45,42.0,Two Year,0,Credit Card,3,2,No Offer,0,No,0.0,No,0
66.1,Vallejo,-122.276589,38.093701,94592,0,32,29,518.23,2430.38,17,1912.15,26.0,Month-to-Month,0,Bank Withdrawal,5,1,No Offer,0,Yes,0.0,Yes,0
85.5,Huron,-120.080117,36.217864,93234,1,27,68,2017.56,7714.16,29,5696.6,85.0,One Year,1,Bank Withdrawal,4,2,No Offer,0,Yes,0.0,Yes,0
34.4,Los Angeles,-118.24902,33.973616,90001,1,36,17,0.0,592.75,0,592.75,10.0,Month-to-Month,0,Mailed Check,3,2,No Offer,0,No,0.0,No,0
19.3,Linden,-121.030499,38.047746,95236,0,54,69,1224.06,2671.96,17,1447.9,0.0,Two Year,0,Bank Withdrawal,0,0,No Offer,0,Yes,0.0,No,0
64.05,Shandon,-120.293534,35.634488,93461,3,77,59,0.0,3886.85,0,3886.85,6.0,Two Year,0,Credit Card,6,3,No Offer,0,Yes,0.0,No,0
19.2,Scotia,-124.098739,40.440636,95565,0,37,1,17.89,37.09,17,19.2,0.0,Month-to-Month,3,Credit Card,0,0,No Offer,0,Yes,0.0,No,0
98.85,San Jose,-121.961786,37.311088,95117,3,33,32,1532.48,4678.38,47,3145.9,9.0,Month-to-Month,0,Credit Card,6,1,No Offer,0,Yes,0.0,Yes,0
79.3,Acton,-118.207862,34.501452,93510,0,69,29,305.95,2720.5,10,2414.55,2.0,Month-to-Month,0,Bank Withdrawal,3,1,No Offer,0,Yes,0.0,Yes,0
85.55,Pebble Beach,-121.944815,36.587497,93953,0,24,59,407.69,5492.34,6,5084.65,52.0,One Year,0,Bank Withdrawal,4,0,Offer B,0,No,0.0,Yes,1
50.8,Los Angeles,-118.383843,34.051809,90035,2,42,28,0.0,1386.8,0,1386.8,19.0,One Year,1,Credit Card,5,3,Offer C,0,No,0.0,No,0
76.0,Mill Creek,-121.460674,40.331975,96061,0,29,15,672.9,1803.75,44,1130.85,52.0,Month-to-Month,0,Mailed Check,3,0,Offer D,0,Yes,0.0,Yes,1
93.5,Burbank,-118.31003,34.177267,91502,0,64,50,2041.5,6789.0,40,4747.5,21.0,Month-to-Month,0,Credit Card,6,3,Offer B,0,Yes,0.0,No,0
45.7,San Diego,-117.232376,32.787836,92109,0,79,5,0.0,198.0,0,198.0,15.0,Month-to-Month,0,Bank Withdrawal,3,0,No Offer,0,No,0.0,No,1
78.1,Wallace,-120.957842,38.192608,95254,7,50,14,62.3,1184.7,4,1122.4,16.0,Month-to-Month,0,Bank Withdrawal,3,0,No Offer,0,Yes,0.0,No,0
19.5,Newark,-122.032347,37.504133,94560,0,23,20,219.4,632.4,10,413.0,0.0,Month-to-Month,0,Bank Withdrawal,0,0,Offer D,0,Yes,0.0,No,0
92.0,El Monte,-118.046695,34.079934,91731,0,58,3,46.8,313.6,15,266.8,9.0,Month-to-Month,0,Bank Withdrawal,4,0,Offer E,0,Yes,0.0,No,0
95.45,Sierra City,-120.636358,39.600599,96125,0,70,35,1228.5,4782.55,35,3474.05,29.0,Month-to-Month,0,Bank Withdrawal,4,0,Offer C,80,Yes,0.0,Yes,1
95.75,San Diego,-117.202937,32.898613,92121,0,69,6,287.4,861.15,47,573.75,6.0,Month-to-Month,0,Bank Withdrawal,4,1,Offer E,0,Yes,0.0,No,1
95.6,Beverly Hills,-118.414338,34.099891,90210,0,65,14,526.68,1799.98,37,1273.3,10.0,Month-to-Month,0,Bank Withdrawal,5,0,No Offer,0,Yes,0.0,Yes,0
96.9,Knights Landing,-121.765866,38.875508,95645,0,61,23,195.5,2280.95,8,2085.45,6.0,Month-to-Month,0,Credit Card,5,2,Offer D,0,Yes,0.0,Yes,0
104.65,Glennville,-118.738483,35.735694,93226,1,23,71,1003.94,8292.34,14,7288.4,59.0,One Year,3,Bank Withdrawal,7,3,Offer A,0,Yes,0.0,No,0
106.1,Five Points,-120.119911,36.397745,93624,1,58,28,269.36,3116.76,9,2847.4,24.0,One Year,0,Bank Withdrawal,7,2,Offer C,0,No,0.0,Yes,1
96.9,San Diego,-117.087091,32.89325,92131,10,31,64,1230.08,7531.06,19,6314.35,21.0,One Year,0,Credit Card,6,2,No Offer,0,Yes,13.37,No,0
50.6,Edwards,-117.961179,34.966777,93523,0,56,3,0.0,155.35,0,155.35,25.0,Month-to-Month,0,Bank Withdrawal,5,1,No Offer,0,Yes,0.0,No,1
109.8,San Diego,-117.202542,32.957195,92130,0,23,34,271.66,3858.91,7,3587.25,76.0,Month-to-Month,0,Credit Card,8,3,No Offer,0,Yes,0.0,Yes,1
