monthly_charge,city,zip_code,latitude,longitude,age,total_long_distance_charges,number_of_referrals,total_charges,avg_monthly_gb_download,tenure_in_months,avg_monthly_long_distance_charges,total_revenue,number_of_dependents,contract,payment_method,engagement_score,total_extra_data_charges,offer,internet_type,num_addon_services,paperless_billing,total_refunds,customer_status
24.95,San Jose,95138,37.246064,-121.749494,46,859.35,7,1222.25,0.0,51,16,2081.6,2,Two Year,Credit Card,1,0,No Offer,No Internet,0,Yes,0.0,0
99.6,Hickman,95323,37.605926,-120.69955,68,75.64,1,347.65,20.0,4,18,397.5,0,Month-to-Month,Bank Withdrawal,5,0,No Offer,Fiber Optic,1,Yes,25.79,1
19.35,San Francisco,94115,37.786031,-122.437301,19,697.05,2,278.85,0.0,15,46,975.9,3,Two Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
109.15,Temecula,92592,33.507255,-117.029473,21,853.2,2,7789.6,82.0,72,11,8642.8,0,One Year,Credit Card,8,0,Offer A,Fiber Optic,3,No,0.0,0
94.4,San Carlos,94070,37.497915,-122.267361,27,879.0,1,4914.9,47.0,50,17,5793.9,0,Month-to-Month,Credit Card,6,0,Offer B,Fiber Optic,2,Yes,0.0,0
94.0,Granada Hills,91344,34.291273,-118.505104,77,1313.85,1,5438.95,30.0,57,23,6752.8,0,Month-to-Month,Credit Card,5,0,No Offer,Fiber Optic,2,No,0.0,0
95.1,Ventura,93004,34.278697,-119.167798,46,1439.68,10,4060.55,6.0,44,32,5500.23,0,Month-to-Month,Credit Card,6,0,Offer B,Fiber Optic,4,Yes,0.0,0
110.8,Roseville,95661,38.736685,-121.251984,42,821.5,5,6840.95,57.0,62,13,7662.45,3,One Year,Bank Withdrawal,8,0,Offer B,Fiber Optic,3,Yes,0.0,0
74.3,Inglewood,90304,33.936827,-118.359824,75,490.98,0,1096.25,10.0,14,35,1587.23,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,Fiber Optic,0,Yes,0.0,1
78.5,Rancho Cucamonga,91739,34.133809,-117.523724,44,23.38,0,571.05,13.0,7,3,594.43,0,Month-to-Month,Bank Withdrawal,7,0,Offer E,Cable,3,Yes,0.0,0
110.75,Milford,96121,40.181279,-120.392967,48,2861.28,1,7751.7,5.0,72,39,10612.98,0,Two Year,Bank Withdrawal,8,0,No Offer,Fiber Optic,3,Yes,0.0,0
49.05,Culver City,90232,34.019323,-118.391902,39,25.77,0,49.05,5.0,1,25,74.82,0,Month-to-Month,Credit Card,2,0,No Offer,Cable,1,No,0.0,0
63.1,Earp,92242,34.137742,-114.36514,78,0.0,8,4685.55,26.0,72,0,4685.55,0,Two Year,Bank Withdrawal,8,0,Offer A,Cable,4,Yes,0.0,0
45.4,Sun City,92587,33.69887,-117.25071,38,49.33,0,45.4,21.0,1,49,94.73,0,Month-to-Month,Credit Card,1,0,Offer E,DSL,0,Yes,0.0,0
75.1,San Diego,92129,32.961064,-117.134917,63,79.56,0,270.7,10.0,3,26,350.26,0,Month-to-Month,Credit Card,2,0,Offer E,Fiber Optic,0,Yes,0.0,1
19.75,El Centro,92243,32.770393,-115.60915,46,1401.6,0,624.15,0.0,32,43,2025.75,0,One Year,Bank Withdrawal,0,0,No Offer,No Internet,0,No,0.0,0
99.2,Camptonville,95922,39.432127,-121.099287,70,1562.0,6,7213.75,27.0,71,22,8775.75,0,Two Year,Bank Withdrawal,6,0,No Offer,Fiber Optic,2,Yes,0.0,0
99.0,La Grange,95329,37.666587,-120.411517,69,624.0,5,6017.9,5.0,60,10,6791.9,0,Two Year,Bank Withdrawal,5,150,Offer B,Fiber Optic,1,Yes,0.0,0
48.75,Brookdale,95007,37.106902,-122.100006,65,124.52,0,179.85,15.0,4,31,304.37,0,Two Year,Mailed Check,2,0,No Offer,DSL,0,No,0.0,0
95.65,Cazadero,95421,38.578807,-123.19338,27,464.88,1,5088.4,85.0,52,8,5541.48,0,Month-to-Month,Credit Card,6,0,No Offer,Fiber Optic,2,Yes,11.8,0
58.0,Monterey Park,91754,34.050322,-118.147037,42,419.34,0,1734.5,25.0,29,14,2153.84,0,One Year,Credit Card,4,0,No Offer,DSL,3,No,0.0,0
99.25,Clipper Mills,95930,39.562239,-121.14836,23,1662.57,4,4920.8,27.0,49,33,6583.37,0,One Year,Credit Card,6,0,Offer B,Fiber Optic,2,Yes,0.0,0
60.3,Temple City,91780,34.101608,-118.055848,19,0.0,3,2448.5,26.0,40,0,2448.5,2,One Year,Credit Card,7,0,No Offer,DSL,3,No,0.0,0
100.75,Piercy,95587,39.955587,-123.681175,39,212.04,5,5985.0,11.0,57,3,6197.04,0,One Year,Credit Card,6,0,Offer B,Fiber Optic,1,Yes,0.0,0
70.45,Patterson,95363,37.410236,-121.320337,25,2265.48,9,4300.45,41.0,62,36,6565.93,3,Month-to-Month,Credit Card,5,0,No Offer,DSL,0,Yes,0.0,0
86.8,Chula Vista,91910,32.636792,-117.054989,51,382.49,2,1940.8,22.0,23,16,2413.29,0,One Year,Credit Card,4,90,Offer D,Fiber Optic,3,No,0.0,0
71.0,San Francisco,94118,37.781304,-122.461522,25,83.85,1,4386.2,51.0,65,1,4470.05,0,Two Year,Bank Withdrawal,6,0,Offer B,DSL,3,No,0.0,0
20.05,Needles,92363,34.711224,-114.702256,33,1581.94,0,741.5,0.0,38,41,2323.44,0,Two Year,Credit Card,0,0,Offer C,No Internet,0,No,0.0,0
117.45,Hat Creek,96040,40.789799,-121.474529,76,2065.92,9,5438.9,5.0,48,43,7504.82,0,Month-to-Month,Bank Withdrawal,8,0,No Offer,Fiber Optic,4,No,0.0,1
82.15,Ventura,93001,34.360261,-119.306383,62,1584.72,5,5784.3,5.0,72,22,7369.02,0,Two Year,Bank Withdrawal,7,0,Offer A,DSL,2,No,0.0,0
19.85,Los Angeles,90015,34.039224,-118.266293,27,72.1,8,52.0,0.0,2,36,124.1,0,Month-to-Month,Bank Withdrawal,0,0,Offer E,No Internet,0,No,0.0,0
76.55,Klamath River,96050,41.816595,-122.948287,31,613.48,10,2065.4,5.0,28,21,2678.88,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,Fiber Optic,1,No,0.0,0
109.05,La Mirada,90638,33.902045,-118.008961,67,286.0,0,7108.2,10.0,65,4,7359.53,0,Two Year,Bank Withdrawal,8,0,No Offer,Fiber Optic,3,Yes,34.67,0
19.4,Armona,93202,36.315979,-119.710852,58,13.3,0,61.05,0.0,2,6,74.35,0,Month-to-Month,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
33.9,Smith River,95567,41.950683,-124.097094,42,0.0,0,298.45,30.0,10,0,298.45,0,Month-to-Month,Credit Card,3,0,No Offer,DSL,0,Yes,0.0,1
89.45,San Joaquin,93660,36.600193,-120.153393,41,507.68,1,1430.25,25.0,16,31,1937.93,0,Month-to-Month,Credit Card,4,0,No Offer,Fiber Optic,2,Yes,0.0,1
55.65,Oceanside,92056,33.194742,-117.29032,28,0.0,1,3880.05,59.0,72,0,3880.05,3,Two Year,Credit Card,7,0,Offer A,Cable,4,No,0.0,0
33.15,Fresno,93726,36.793601,-119.761131,54,0.0,7,444.75,27.0,12,0,444.75,0,One Year,Credit Card,3,0,No Offer,DSL,2,No,0.0,0
19.9,Richgrove,93261,35.809921,-119.127437,33,7.49,1,19.9,0.0,1,7,27.39,1,Month-to-Month,Bank Withdrawal,0,0,No Offer,No Internet,0,Yes,0.0,1
44.45,Baker,92309,35.28952,-116.092214,46,0.0,0,1183.8,29.0,26,0,1183.8,0,Month-to-Month,Credit Card,4,0,No Offer,Cable,2,Yes,0.0,0
19.5,Three Rivers,93271,36.413433,-118.854708,38,774.8,0,403.15,0.0,20,38,1177.95,0,One Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
19.3,Grenada,96038,41.599978,-122.539381,51,51.24,0,144.95,0.0,7,7,196.19,0,Month-to-Month,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
80.3,San Diego,92122,32.85723,-117.209774,55,1601.32,1,3058.65,19.0,38,42,4659.97,0,One Year,Credit Card,7,0,Offer C,DSL,3,No,0.0,1
90.0,El Portal,95318,37.654551,-119.822984,70,725.19,3,2024.1,20.0,23,31,2749.29,0,Month-to-Month,Bank Withdrawal,4,0,Offer D,Fiber Optic,2,Yes,0.0,0
111.05,Milpitas,95035,37.441931,-121.878502,51,3141.63,8,7321.05,29.0,67,46,10462.68,0,Two Year,Bank Withdrawal,8,0,No Offer,Fiber Optic,4,Yes,0.0,0
24.55,Porterville,93257,36.008958,-118.891593,63,1140.48,0,1203.95,0.0,48,23,2308.39,0,One Year,Bank Withdrawal,1,0,Offer B,No Internet,0,No,36.04,0
104.4,Oakland,94609,37.834341,-122.26437,37,2932.48,0,6692.65,14.0,64,45,9625.13,0,Two Year,Bank Withdrawal,7,0,No Offer,Fiber Optic,2,Yes,0.0,0
74.55,Novato,94949,38.067204,-122.524004,20,30.3,0,233.65,73.0,3,10,263.95,0,Month-to-Month,Bank Withdrawal,2,0,No Offer,Fiber Optic,1,Yes,0.0,0
104.05,Littlerock,93543,34.505273,-117.955054,44,454.72,0,3416.85,28.0,32,14,3871.57,0,One Year,Credit Card,7,0,No Offer,Fiber Optic,2,Yes,0.0,0
70.1,Irvine,92602,33.720359,-117.733655,46,2089.05,1,3913.3,7.0,57,36,6002.35,0,One Year,Bank Withdrawal,5,0,Offer B,DSL,1,Yes,0.0,1
84.2,Gualala,95445,38.848082,-123.50608,36,484.5,6,4299.75,51.0,51,9,4744.57,3,One Year,Bank Withdrawal,4,0,No Offer,Fiber Optic,2,No,39.68,0
19.7,Sherman Oaks,91403,34.147149,-118.463365,35,91.84,0,342.4,0.0,16,5,434.24,0,Month-to-Month,Credit Card,0,0,Offer D,No Internet,0,Yes,0.0,1
25.05,Garden Grove,92845,33.782955,-118.026456,44,1678.08,0,1171.5,0.0,48,34,2833.2,0,One Year,Credit Card,1,0,Offer B,No Internet,0,No,16.38,0
20.05,Fresno,93721,36.732694,-119.783786,64,472.68,0,388.6,0.0,18,26,861.28,0,Two Year,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
40.1,Camino,95709,38.748316,-120.675512,36,0.0,0,857.75,26.0,23,0,857.75,3,Two Year,Credit Card,4,0,No Offer,DSL,3,No,0.0,0
50.55,San Carlos,94070,37.497915,-122.267361,38,199.1,0,2832.75,17.0,55,3,3031.85,0,Month-to-Month,Credit Card,2,0,Offer B,DSL,1,Yes,0.0,0
20.3,Eagleville,96110,41.280341,-120.150381,39,25.36,0,41.2,0.0,2,12,66.56,0,Month-to-Month,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
94.85,Buttonwillow,93206,35.451402,-119.488413,54,157.23,1,890.6,6.0,9,17,1047.83,0,Month-to-Month,Credit Card,5,0,No Offer,Fiber Optic,3,Yes,0.0,1
20.35,Beverly Hills,90211,34.063947,-118.383001,42,1073.79,0,531.6,0.0,27,39,1605.39,0,Two Year,Credit Card,0,0,Offer C,No Internet,0,No,0.0,0
24.15,Fairfax,94930,37.971751,-122.611873,54,0.0,0,812.5,21.0,35,0,852.5,0,Month-to-Month,Bank Withdrawal,1,40,No Offer,DSL,0,No,0.0,0
20.5,Arbuckle,95912,38.982373,-122.047751,52,1499.88,10,1191.4,0.0,58,25,2654.36,2,Two Year,Credit Card,0,0,No Offer,No Internet,0,No,36.92,0
94.4,Penryn,95663,38.859093,-121.182872,52,1728.72,9,4014.6,11.0,42,41,5743.32,0,Month-to-Month,Bank Withdrawal,6,0,No Offer,Fiber Optic,2,Yes,0.0,0
61.5,Los Alamitos,90720,33.79499,-118.065591,60,1974.28,8,2722.2,20.0,44,44,4846.48,0,One Year,Credit Card,4,150,Offer B,Cable,3,Yes,0.0,0
75.2,Gilroy,95020,37.03889,-121.528955,30,1289.14,10,3254.35,59.0,43,29,4543.49,1,Two Year,Bank Withdrawal,6,0,No Offer,Cable,2,No,0.0,0
-2.0,Tulelake,96134,41.813521,-121.492666,20,291.48,2,134.05,0.0,7,41,425.53,0,One Year,Mailed Check,0,0,Offer E,No Internet,0,No,0.0,0
103.3,Atherton,94027,37.454924,-122.203168,79,787.92,0,2890.65,10.0,28,28,3678.57,0,Month-to-Month,Bank Withdrawal,6,0,No Offer,Fiber Optic,2,Yes,0.0,1
94.9,Lookout,96054,41.280478,-121.160249,25,1770.79,2,3848.0,59.0,41,43,5618.79,3,Month-to-Month,Bank Withdrawal,5,0,No Offer,Fiber Optic,1,Yes,0.0,0
80.25,Running Springs,92382,34.186211,-117.07683,52,1183.2,0,1861.5,20.0,24,49,3044.7,0,Month-to-Month,Bank Withdrawal,3,0,Offer C,Fiber Optic,1,Yes,0.0,1
104.7,Los Angeles,90058,34.001617,-118.222274,35,370.89,1,4134.85,7.0,39,9,4505.74,0,One Year,Credit Card,7,0,No Offer,Fiber Optic,3,Yes,0.0,1
104.25,Sutter,95982,39.172777,-121.805845,48,2678.0,4,6812.95,10.0,65,41,9490.95,0,Month-to-Month,Bank Withdrawal,7,0,No Offer,Fiber Optic,2,Yes,0.0,0
36.0,Rancho Cucamonga,91737,34.245289,-117.642503,55,0.0,0,1382.9,12.0,40,0,1512.9,0,One Year,Credit Card,3,130,No Offer,Cable,2,No,0.0,0
70.6,Herlong,96113,40.198234,-120.18089,45,2058.5,6,3231.05,27.0,46,44,5289.55,0,One Year,Credit Card,6,0,No Offer,DSL,3,No,0.0,0
84.75,San Diego,92126,32.886925,-117.152162,22,1582.92,0,3050.15,42.0,36,43,4633.07,0,Month-to-Month,Bank Withdrawal,4,0,Offer C,Fiber Optic,0,Yes,0.0,1
80.4,Bonita,91902,32.67117,-117.00232,49,3020.64,0,4981.15,2.0,62,48,8001.79,0,Month-to-Month,Bank Withdrawal,7,0,Offer B,DSL,3,Yes,0.0,0
70.4,San Diego,92123,32.808814,-117.134694,47,972.3,0,2044.75,22.0,30,32,3017.05,0,One Year,Bank Withdrawal,5,0,No Offer,Cable,3,No,0.0,0
113.65,Sylmar,91342,34.321621,-118.399841,28,1212.4,0,7939.25,30.0,70,17,9151.65,0,Two Year,Bank Withdrawal,9,0,Offer A,Fiber Optic,4,Yes,0.0,0
19.9,Long Beach,90806,33.802664,-118.179971,36,7.76,0,19.9,0.0,1,7,27.66,0,Month-to-Month,Credit Card,0,0,No Offer,No Internet,0,Yes,0.0,0
104.1,Meadow Vista,95722,39.003358,-121.022539,43,194.45,0,541.9,8.0,5,38,736.35,0,Month-to-Month,Mailed Check,7,0,Offer E,Fiber Optic,2,No,0.0,1
93.0,Bakersfield,93307,35.280113,-118.962329,54,1125.84,7,2248.05,20.0,24,46,3413.89,0,Month-to-Month,Bank Withdrawal,5,40,No Offer,Fiber Optic,0,Yes,0.0,0
20.25,Cupertino,95014,37.306612,-122.080621,46,314.82,0,208.0,0.0,11,28,522.82,0,Month-to-Month,Credit Card,0,0,Offer D,No Internet,0,No,0.0,0
99.15,Escondido,92025,33.081478,-117.033814,54,1894.86,0,5720.95,14.0,58,32,7615.81,0,One Year,Bank Withdrawal,6,0,Offer B,Fiber Optic,2,No,0.0,0
44.35,Lakewood,90712,33.840524,-118.148403,45,93.68,0,81.25,3.0,2,46,174.93,0,Month-to-Month,Bank Withdrawal,1,0,Offer E,DSL,0,No,0.0,1
66.25,Rancho Cordova,95670,38.602723,-121.279913,40,205.76,0,546.45,24.0,8,25,752.21,0,Month-to-Month,Bank Withdrawal,4,0,Offer E,Cable,0,Yes,0.0,0
91.0,Newman,95360,37.343846,-121.039391,78,916.65,0,3180.5,19.0,35,26,4137.15,0,Month-to-Month,Credit Card,4,40,No Offer,Fiber Optic,1,No,0.0,0
104.35,Woodland,95695,38.71967,-121.862416,76,558.35,9,6578.55,7.0,65,8,7136.9,0,Month-to-Month,Bank Withdrawal,6,0,Offer B,Fiber Optic,2,Yes,0.0,0
85.0,Weed,96094,41.465121,-122.380947,61,427.04,7,5607.75,16.0,68,6,6164.79,1,Two Year,Credit Card,8,130,No Offer,DSL,4,Yes,0.0,0
84.85,San Diego,92126,32.886925,-117.152162,61,235.92,0,523.5,12.0,6,39,759.42,0,Month-to-Month,Bank Withdrawal,3,0,Offer E,Fiber Optic,1,Yes,0.0,1
94.9,Oceanside,92056,33.194742,-117.29032,31,1017.98,0,4422.95,22.0,46,22,5416.85,0,One Year,Credit Card,5,0,No Offer,Fiber Optic,2,Yes,24.08,0
115.15,La Palma,90623,33.850504,-118.039892,63,2922.48,10,8349.7,25.0,72,40,11272.18,0,Two Year,Bank Withdrawal,9,0,No Offer,Fiber Optic,4,No,0.0,0
100.15,Escondido,92027,33.141265,-116.967221,41,2019.96,0,6413.65,15.0,62,32,8433.61,0,One Year,Bank Withdrawal,6,0,Offer B,Fiber Optic,1,Yes,0.0,1
20.2,Caruthers,93609,36.5276,-119.865999,65,155.42,0,735.9,0.0,38,4,891.32,0,Two Year,Mailed Check,0,0,No Offer,No Internet,0,No,0.0,0
53.5,Weimar,95736,39.00978,-120.978273,22,14.58,0,53.5,73.0,1,14,68.08,0,Month-to-Month,Mailed Check,2,0,No Offer,DSL,0,Yes,0.0,1
95.3,Yucaipa,92399,34.04597,-117.011825,20,2061.9,0,5817.7,73.0,58,35,7879.6,0,Month-to-Month,Bank Withdrawal,5,0,No Offer,Fiber Optic,1,Yes,0.0,0
20.1,Weaverville,96093,40.759401,-122.939337,46,537.2,0,279.5,0.0,17,31,816.7,0,One Year,Credit Card,0,0,No Offer,No Internet,0,Yes,0.0,0
114.85,Manchester,95459,38.966713,-123.586412,74,2067.84,3,8317.95,25.0,72,28,10385.79,0,Two Year,Bank Withdrawal,8,0,Offer A,Fiber Optic,4,Yes,0.0,0
69.65,Corcoran,93212,36.04533,-119.532424,25,716.0,6,3442.15,58.0,50,14,4158.15,0,One Year,Bank Withdrawal,5,0,Offer B,Cable,2,Yes,0.0,0
49.35,Big Bear City,92314,34.278967,-116.773825,40,104.16,0,219.65,27.0,4,26,323.81,1,Month-to-Month,Bank Withdrawal,2,0,Offer E,DSL,1,No,0.0,1
20.0,Brea,92821,33.930199,-117.862898,40,46.11,0,61.7,0.0,3,15,107.81,0,Month-to-Month,Credit Card,0,0,Offer E,No Internet,0,Yes,0.0,0
80.45,San Rafael,94901,37.972662,-122.491452,67,215.92,2,583.45,2.0,8,26,799.37,0,Month-to-Month,Credit Card,2,0,No Offer,Fiber Optic,0,Yes,0.0,1
70.15,Dinuba,93618,36.523619,-119.386868,77,492.18,2,916.75,19.0,13,37,1498.93,0,Month-to-Month,Bank Withdrawal,1,90,No Offer,Fiber Optic,0,Yes,0.0,1
20.5,Grenada,96038,41.599978,-122.539381,57,2251.7,1,1177.95,0.0,55,40,3423.82,3,Two Year,Credit Card,0,0,Offer B,No Internet,0,No,5.83,0
90.1,Lucerne,95458,39.141934,-122.770679,30,1585.43,2,6310.9,71.0,71,22,7896.33,0,Two Year,Bank Withdrawal,9,0,No Offer,Cable,4,No,0.0,0
80.05,Los Angeles,90012,34.065875,-118.238728,48,355.57,0,3019.1,11.0,37,9,3374.67,0,One Year,Bank Withdrawal,3,0,No Offer,Fiber Optic,2,No,0.0,0
111.95,Santa Ana,92705,33.766004,-117.786763,66,1846.64,1,4534.9,29.0,41,45,6381.54,0,One Year,Bank Withdrawal,7,0,Offer B,Cable,3,Yes,0.0,1
85.1,Anaheim,92804,33.818,-117.974404,37,461.45,1,4657.95,52.0,55,8,5119.4,3,Two Year,Bank Withdrawal,8,0,No Offer,DSL,3,Yes,0.0,0
50.7,Oceanside,92057,33.254497,-117.285879,25,0.0,1,3088.75,59.0,61,0,3108.75,1,One Year,Bank Withdrawal,6,20,Offer B,DSL,3,Yes,0.0,0
-7.0,Chino Hills,91709,33.942895,-117.725644,41,1657.92,1,2924.05,24.0,44,37,4581.97,3,Month-to-Month,Credit Card,4,0,No Offer,DSL,3,Yes,0.0,0
110.15,Gualala,95445,38.848082,-123.50608,43,1339.89,1,6448.05,26.0,59,22,7787.94,0,One Year,Bank Withdrawal,8,0,Offer B,Fiber Optic,3,Yes,0.0,1
34.7,San Jose,95110,37.34667,-121.910019,67,0.0,0,329.8,4.0,10,0,329.8,0,Month-to-Month,Bank Withdrawal,2,0,Offer D,DSL,0,Yes,0.0,1
20.4,Woodland,95776,38.694081,-121.694431,42,99.06,0,42.9,0.0,2,49,141.96,2,Month-to-Month,Mailed Check,0,0,No Offer,No Internet,0,No,0.0,0
19.8,Topanga,90290,34.115192,-118.61017,58,2719.36,2,1119.9,0.0,56,48,3839.26,1,Two Year,Credit Card,0,0,Offer B,No Internet,0,Yes,0.0,0
108.4,Salinas,93906,36.722898,-121.633648,29,768.96,8,7719.5,59.0,72,10,8488.46,0,Two Year,Bank Withdrawal,8,0,Offer A,Fiber Optic,3,Yes,0.0,0
74.7,Redondo Beach,90278,33.873395,-118.37019,79,27.65,0,74.7,2.0,1,27,102.35,0,One Year,Bank Withdrawal,2,0,No Offer,Fiber Optic,1,No,0.0,0
19.35,San Francisco,94109,37.794487,-122.42227,74,83.16,4,847.25,0.0,44,1,930.41,0,Two Year,Credit Card,0,0,No Offer,No Internet,0,Yes,0.0,0
19.75,Mountain View,94040,37.380662,-122.086022,24,202.9,0,208.25,0.0,10,20,411.15,0,Month-to-Month,Credit Card,0,0,Offer D,No Internet,0,No,0.0,0
19.85,Redding,96003,40.677649,-122.29467,52,246.96,0,1434.1,0.0,72,3,1681.06,0,Two Year,Bank Withdrawal,0,0,Offer A,No Internet,0,No,0.0,0
54.8,Tecate,91980,32.587557,-116.636816,32,762.96,0,3465.7,30.0,66,11,4228.66,0,One Year,Mailed Check,3,0,Offer A,DSL,2,Yes,0.0,0
-1.0,Santa Fe Springs,90670,33.933565,-118.062611,44,830.88,1,2391.8,23.0,24,34,3222.68,0,Month-to-Month,Bank Withdrawal,6,0,No Offer,Fiber Optic,1,Yes,0.0,1
89.6,Sebastopol,95472,38.398815,-122.861923,43,626.04,0,1633.0,2.0,18,34,2259.04,0,One Year,Credit Card,4,0,No Offer,Fiber Optic,1,Yes,0.0,0
54.45,Dublin,94568,37.713926,-121.928425,62,160.16,0,1127.35,7.0,22,7,1287.51,0,Month-to-Month,Bank Withdrawal,3,0,Offer D,DSL,1,Yes,0.0,1
94.6,California City,93505,35.151491,-117.927597,45,81.28,7,5948.7,13.0,64,1,6029.98,0,Two Year,Credit Card,5,0,Offer B,Fiber Optic,2,Yes,0.0,0
39.2,Yreka,96097,41.764869,-122.671316,53,0.0,4,849.9,19.0,22,0,899.9,1,Month-to-Month,Bank Withdrawal,3,50,No Offer,DSL,1,No,0.0,0
102.6,Milford,96121,40.181279,-120.392967,79,180.5,7,4009.2,24.0,38,4,4143.89,0,Two Year,Bank Withdrawal,6,0,Offer C,Fiber Optic,2,Yes,45.81,0
20.25,Saratoga,95070,37.257772,-122.051824,31,39.15,0,109.8,0.0,5,7,148.95,0,Month-to-Month,Credit Card,0,0,No Offer,No Internet,0,No,0.0,0
98.25,Lakewood,90712,33.840524,-118.148403,79,284.1,0,560.6,29.0,6,47,844.7,0,Month-to-Month,Bank Withdrawal,6,0,No Offer,Fiber Optic,1,Yes,0.0,1
70.3,Santa Clarita,91350,34.502432,-118.41459,32,5.67,0,70.3,7.0,1,5,75.97,0,Month-to-Month,Bank Withdrawal,1,0,Offer E,Fiber Optic,0,Yes,0.0,1
56.8,Stockton,95207,38.002125,-121.324979,19,23.04,5,1074.65,30.0,18,1,1097.69,0,Month-to-Month,Credit Card,3,0,No Offer,DSL,1,No,0.0,0
53.8,Mammoth Lakes,93546,37.550074,-118.837167,33,81.62,0,651.55,17.0,11,7,733.17,0,One Year,Bank Withdrawal,3,0,Offer D,DSL,2,No,0.0,0
64.55,Vista,92084,33.22784,-117.200024,79,1934.96,0,4250.1,11.0,67,28,6185.06,0,Two Year,Bank Withdrawal,5,0,Offer A,DSL,3,Yes,0.0,0
101.4,Mi Wuk Village,95346,38.121601,-120.133915,76,2602.95,0,6841.05,19.0,67,38,9444.0,0,Two Year,Credit Card,5,0,No Offer,Fiber Optic,1,Yes,0.0,0
25.7,Inglewood,90303,33.936291,-118.332639,70,610.56,9,1937.4,0.0,72,8,2547.96,0,Two Year,Credit Card,1,0,No Offer,No Internet,0,Yes,0.0,0
75.45,Elk Creek,95939,39.53222,-122.594879,19,2257.41,0,3545.1,69.0,47,48,5802.51,0,Month-to-Month,Credit Card,2,0,No Offer,Fiber Optic,1,No,0.0,0
72.1,Likely,96116,41.266008,-120.490731,68,2453.22,0,3886.05,2.0,54,45,6339.27,0,One Year,Credit Card,5,0,Offer B,Cable,2,No,0.0,0
98.1,Catheys Valley,95306,37.394411,-120.127262,67,367.56,1,1060.2,27.0,12,30,1378.7,0,Month-to-Month,Bank Withdrawal,5,0,Offer D,Fiber Optic,2,Yes,49.06,1
84.75,Redlands,92373,34.003243,-117.138286,30,750.51,0,2613.4,48.0,31,24,3363.91,0,Month-to-Month,Credit Card,4,0,Offer C,Fiber Optic,2,Yes,0.0,0
64.05,Mc Farland,93250,35.666886,-119.186717,19,450.56,0,733.95,52.0,11,40,1274.51,0,Month-to-Month,Bank Withdrawal,5,90,Offer D,DSL,2,No,0.0,0
55.8,Exeter,93221,36.301689,-119.018233,72,0.0,0,2109.35,6.0,40,0,2189.35,0,Month-to-Month,Bank Withdrawal,6,80,No Offer,Cable,2,Yes,0.0,1
75.2,Stockton,95206,37.902422,-121.440029,65,315.04,8,775.3,22.0,11,28,1090.34,1,One Year,Credit Card,2,0,No Offer,Fiber Optic,0,Yes,0.0,0
92.5,Miranda,95553,40.210895,-123.86,33,16.25,0,452.7,25.0,5,3,468.95,0,Month-to-Month,Bank Withdrawal,4,0,No Offer,Fiber Optic,1,Yes,0.0,1
19.75,Salinas,93906,36.722898,-121.633648,31,10.22,0,19.75,0.0,1,10,29.97,0,Month-to-Month,Credit Card,0,0,Offer E,No Internet,0,Yes,0.0,0
-4.0,North Fork,93643,37.244307,-119.470256,50,146.2,7,395.6,0.0,20,7,541.8,3,One Year,Bank Withdrawal,0,0,No Offer,No Internet,0,No,0.0,0
19.65,Bodega,94922,38.343282,-122.9755,58,209.36,6,169.75,0.0,8,26,379.11,3,Month-to-Month,Credit Card,0,0,Offer E,No Internet,0,No,0.0,0
74.3,Biggs,95917,39.457388,-121.818201,37,39.55,0,74.3,21.0,1,39,113.85,0,Month-to-Month,Mailed Check,2,0,No Offer,Fiber Optic,1,Yes,0.0,0
111.65,Somis,93066,34.297628,-119.014627,72,3226.32,0,7943.45,14.0,72,44,11169.77,0,Two Year,Bank Withdrawal,7,0,Offer A,Fiber Optic,3,No,0.0,0
91.0,Canoga Park,91304,34.224377,-118.632656,39,252.48,5,531.0,29.0,6,42,783.48,2,Month-to-Month,Bank Withdrawal,5,0,No Offer,Fiber Optic,2,Yes,0.0,1
101.85,Redding,96002,40.527834,-122.318749,76,114.0,1,4086.3,3.0,40,2,4200.3,0,Month-to-Month,Bank Withdrawal,5,0,No Offer,Fiber Optic,1,No,0.0,1
73.65,Sunset Beach,90742,33.719221,-118.073596,20,334.19,5,1642.75,48.0,23,14,1976.94,0,Month-to-Month,Credit Card,6,0,Offer D,Cable,1,Yes,0.0,0
95.0,Murrieta,92562,33.548869,-117.334165,36,86.1,0,2852.4,29.0,30,2,2938.5,0,Month-to-Month,Credit Card,6,0,Offer C,Fiber Optic,4,Yes,0.0,0
76.0,Clovis,93611,36.917652,-119.593757,24,203.29,0,2215.25,42.0,29,7,2418.54,0,Month-to-Month,Credit Card,2,0,No Offer,Fiber Optic,0,Yes,0.0,0
44.3,Glenn,95943,39.597975,-122.032248,21,0.0,1,2666.75,53.0,59,0,2686.75,0,Month-to-Month,Bank Withdrawal,4,20,Offer B,DSL,0,Yes,0.0,0
