monthly_charge,city,zip_code,longitude,age,latitude,total_long_distance_charges,tenure_in_months,total_revenue,number_of_referrals,total_charges,avg_monthly_long_distance_charges,avg_monthly_gb_download,contract,number_of_dependents,payment_method,offer,engagement_score,paperless_billing,num_addon_services,gender,married,internet_type,customer_status
68.5,Mount Hermon,95041,-122.056194,28,37.051166,556.78,41,3358.36,4,2839.95,13,51.0,One Year,0,Bank Withdrawal,No Offer,5,No,2,Male,Yes,DSL,0
86.05,Lake Forest,92630,-117.684254,33,33.644849,59.2,10,893.3,0,834.1,5,11.0,Month-to-Month,0,Bank Withdrawal,Offer D,3,Yes,0,Male,No,Fiber Optic,1
103.4,San Diego,92122,-117.209774,61,32.85723,3083.85,63,9686.85,2,6603.0,48,13.0,Month-to-Month,0,Bank Withdrawal,No Offer,7,Yes,2,Male,Yes,Fiber Optic,1
19.55,Riverside,92507,-117.319786,20,33.976328,105.18,6,233.78,0,128.6,17,0.0,Month-to-Month,1,Credit Card,No Offer,0,No,0,Male,No,No Internet,0
19.35,Magalia,95954,-121.584371,24,39.933852,364.28,14,689.08,0,324.8,26,0.0,One Year,0,Mailed Check,Offer D,0,No,0,Male,No,No Internet,0
94.15,Corona,92880,-117.617809,63,33.918043,1081.53,61,6813.38,1,5731.85,17,2.0,Month-to-Month,0,Credit Card,No Offer,6,No,3,Male,Yes,Fiber Optic,0
80.0,Woodbridge,95258,-121.310964,59,38.169605,437.97,13,1467.32,0,1029.35,33,15.0,Month-to-Month,0,Credit Card,Offer D,3,Yes,1,Female,No,Fiber Optic,0
102.45,Canyon Country,91351,-118.420717,22,34.422519,2591.36,64,9245.46,10,6654.1,40,69.0,One Year,0,Credit Card,Offer B,7,Yes,3,Male,Yes,Fiber Optic,0
20.05,Glendale,91207,-118.262922,57,34.182378,12.0,1,32.05,0,20.05,12,0.0,Month-to-Month,0,Bank Withdrawal,No Offer,0,No,0,Male,No,No Internet,1
115.6,Aliso Viejo,92656,-117.731917,26,33.571259,2497.68,72,10858.08,9,8220.4,34,59.0,Two Year,3,Bank Withdrawal,No Offer,9,Yes,4,Female,Yes,Fiber Optic,0
71.6,Berkeley,94709,-122.26609,30,37.878554,365.85,27,2462.95,1,1957.1,13,59.0,Month-to-Month,2,Bank Withdrawal,No Offer,6,No,1,Male,Yes,Cable,0
59.75,San Diego,92115,-117.07245,22,32.762506,132.66,22,1507.01,10,1374.35,6,51.0,One Year,0,Bank Withdrawal,Offer D,3,Yes,1,Male,Yes,DSL,0
-10.0,Cottonwood,96022,-122.448533,23,40.336392,316.36,11,955.62,0,688.5,28,27.0,Month-to-Month,0,Bank Withdrawal,Offer D,4,Yes,3,Male,No,DSL,0
19.55,Mad River,95552,-123.412327,53,40.390301,116.36,4,185.16,0,68.8,29,0.0,Two Year,3,Credit Card,Offer E,0,No,0,Male,Yes,No Internet,0
48.8,Fall River Mills,96028,-121.468945,56,41.017282,63.7,7,413.5,1,349.8,9,28.0,Month-to-Month,2,Bank Withdrawal,Offer E,2,No,0,Female,Yes,DSL,0
78.65,Castro Valley,94546,-122.083473,44,37.708327,279.54,6,772.84,0,483.3,46,7.0,Month-to-Month,0,Credit Card,Offer E,7,No,3,Male,No,DSL,0
98.25,Mission Viejo,92691,-117.665867,46,33.611945,1914.5,50,6769.65,10,4858.7,38,16.0,One Year,0,Bank Withdrawal,Offer B,6,Yes,1,Male,Yes,Fiber Optic,0
59.65,Firebaugh,93622,-120.625382,25,36.785618,232.54,11,915.79,7,683.25,21,47.0,Month-to-Month,1,Bank Withdrawal,Offer D,3,Yes,1,Male,Yes,DSL,0
99.1,South Gate,90280,-118.192615,68,33.944624,1190.7,54,6627.8,1,5437.1,22,17.0,One Year,0,Bank Withdrawal,No Offer,6,Yes,2,Female,Yes,Fiber Optic,0
30.35,Forest Knolls,94933,-122.689442,45,38.010092,0.0,23,678.75,2,678.75,0,19.0,Month-to-Month,1,Bank Withdrawal,Offer D,2,Yes,1,Male,Yes,DSL,0
109.7,Washington,95986,-120.786867,50,39.34128,1187.24,67,8531.69,6,7344.45,17,23.0,One Year,0,Credit Card,No Offer,8,Yes,3,Female,Yes,Fiber Optic,0
70.3,San Lucas,93954,-120.864443,80,36.125529,39.1,1,109.4,0,70.3,39,27.0,Month-to-Month,0,Bank Withdrawal,Offer E,1,Yes,0,Male,Yes,Fiber Optic,1
94.15,Beverly Hills,90211,-118.383001,55,34.063947,1526.28,46,5934.73,0,4408.45,33,3.0,One Year,0,Bank Withdrawal,No Offer,6,Yes,2,Female,No,Fiber Optic,0
56.05,Redcrest,95569,-123.835041,64,40.363446,0.0,10,560.5,2,560.5,0,8.0,Two Year,0,Credit Card,No Offer,6,No,4,Female,Yes,DSL,0
24.35,Standish,96128,-120.386422,25,40.346634,656.16,48,1789.86,0,1133.7,13,0.0,One Year,0,Bank Withdrawal,No Offer,1,No,0,Female,No,No Internet,0
55.8,Chowchilla,93610,-120.270136,71,37.100948,1142.4,40,3475.7,8,2283.3,28,18.0,One Year,0,Bank Withdrawal,No Offer,3,No,0,Male,Yes,DSL,0
66.35,Modesto,95351,-121.012295,62,37.621458,172.59,11,913.39,1,740.8,15,12.0,Month-to-Month,0,Bank Withdrawal,Offer D,5,Yes,1,Female,Yes,DSL,1
94.3,San Ramon,94583,-121.976784,65,37.766556,198.0,4,622.45,0,424.45,49,23.0,Month-to-Month,0,Bank Withdrawal,Offer E,5,Yes,0,Female,No,Fiber Optic,1
48.8,Santa Monica,90401,-118.493231,37,34.015481,322.2,30,1858.95,0,1536.75,10,13.0,Month-to-Month,0,Credit Card,Offer C,2,Yes,1,Female,No,DSL,0
91.0,San Bernardino,92401,-117.2914,31,34.105935,453.3,15,1883.35,0,1430.05,30,12.0,Month-to-Month,1,Bank Withdrawal,Offer D,4,Yes,1,Male,No,Fiber Optic,0
20.05,Long Beach,90810,-118.222416,62,33.819814,337.54,7,502.39,0,164.85,48,0.0,Month-to-Month,0,Mailed Check,Offer E,0,No,0,Female,No,No Internet,1
80.55,French Gulch,96033,-122.587476,58,40.740138,546.88,16,1795.78,0,1248.9,34,8.0,Month-to-Month,0,Credit Card,No Offer,3,Yes,1,Male,No,Fiber Optic,0
20.45,Branscomb,95417,-123.682799,32,39.710591,413.91,9,561.46,0,147.55,45,0.0,Month-to-Month,0,Credit Card,Offer E,0,Yes,0,Female,No,No Internet,0
18.95,Glenhaven,95443,-122.743181,42,39.045246,232.26,7,362.81,0,130.55,33,0.0,Month-to-Month,0,Credit Card,Offer E,0,Yes,0,Male,No,No Internet,0
91.05,Downey,90242,-118.140588,65,33.921793,78.96,3,368.06,0,289.1,26,8.0,Month-to-Month,0,Bank Withdrawal,Offer E,4,No,1,Male,No,Fiber Optic,1
76.0,San Diego,92154,-117.012975,21,32.578103,305.8,20,1957.25,7,1588.75,15,59.0,One Year,3,Bank Withdrawal,No Offer,6,No,1,Female,Yes,Cable,0
72.9,Riverside,92504,-117.398153,27,33.9108,201.63,11,1020.08,0,818.45,18,76.0,Month-to-Month,0,Bank Withdrawal,Offer D,2,No,1,Male,No,Fiber Optic,0
95.85,Fullerton,92831,-117.895482,50,33.879983,2.7,1,98.55,0,95.85,2,14.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,Yes,1,Female,No,Fiber Optic,0
85.15,Mount Shasta,96067,-122.290756,70,41.33832,1955.36,44,5625.86,4,3670.5,44,6.0,Two Year,0,Bank Withdrawal,No Offer,4,Yes,3,Female,Yes,Fiber Optic,0
29.3,Los Angeles,90067,-118.413959,44,34.057496,0.0,43,1224.05,5,1224.05,0,53.0,Month-to-Month,3,Credit Card,Offer B,2,No,1,Male,Yes,Cable,0
20.75,Weldon,93283,-118.244914,40,35.55647,1140.24,24,1627.29,0,487.05,47,0.0,Two Year,0,Credit Card,No Offer,0,No,0,Male,No,No Internet,0
74.05,Rancho Santa Margarita,92688,-117.611733,32,33.624654,106.47,21,1672.17,1,1565.7,5,26.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,1,Female,Yes,Fiber Optic,1
35.3,San Jose,95112,-121.883119,47,37.343827,0.0,7,264.8,0,264.8,0,14.0,One Year,0,Credit Card,No Offer,3,No,2,Male,No,DSL,0
19.75,Bellflower,90706,-118.127289,43,33.887676,698.82,57,1970.87,3,1272.05,12,0.0,Two Year,2,Bank Withdrawal,No Offer,0,No,0,Female,Yes,No Internet,0
-3.0,Orange,92867,-117.821288,35,33.81859,177.54,11,889.79,0,712.25,16,8.0,Month-to-Month,0,Bank Withdrawal,No Offer,5,Yes,1,Male,No,DSL,0
105.9,Alhambra,91801,-118.128164,71,34.090925,123.9,3,458.55,1,334.65,41,2.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,Yes,2,Male,Yes,Fiber Optic,1
107.95,Oakdale,95361,-120.776141,31,37.785033,956.46,57,6926.31,2,5969.85,16,29.0,Two Year,0,Bank Withdrawal,No Offer,7,No,2,Male,Yes,Fiber Optic,0
20.0,Culver City,90232,-118.391902,64,34.019323,557.06,23,1002.36,2,445.3,24,0.0,One Year,1,Credit Card,Offer D,0,Yes,0,Male,Yes,No Internet,0
61.5,Elk Grove,95624,-121.30587,22,38.434138,726.48,18,1813.93,7,1087.45,40,51.0,One Year,2,Credit Card,Offer D,4,Yes,3,Female,Yes,DSL,0
20.05,Irvine,92604,-117.788091,47,33.688546,3399.9,70,4760.15,5,1360.25,48,0.0,Two Year,2,Credit Card,Offer A,0,No,0,Male,Yes,No Internet,0
20.1,Olympic Valley,96146,-120.212401,23,39.191797,937.2,33,1516.6,3,579.4,28,0.0,One Year,3,Credit Card,No Offer,0,No,0,Female,Yes,No Internet,0
49.9,Madison,95653,-121.961866,29,38.674276,6.35,1,56.25,0,49.9,6,76.0,Month-to-Month,1,Bank Withdrawal,Offer E,2,Yes,1,Male,No,DSL,0
19.1,Redding,96003,-122.29467,32,40.677649,135.99,3,187.99,9,52.0,45,0.0,Two Year,2,Mailed Check,No Offer,0,No,0,Female,Yes,No Internet,0
110.45,Lemon Grove,91945,-117.033713,77,32.733564,1758.24,54,7835.99,5,6077.75,32,16.0,Two Year,0,Bank Withdrawal,Offer B,7,Yes,3,Male,Yes,Fiber Optic,0
71.35,Edwards,93523,-117.961179,47,34.966777,349.86,7,865.61,3,515.75,49,25.0,Month-to-Month,2,Credit Card,No Offer,6,Yes,3,Male,Yes,Cable,0
84.6,Deer Park,94576,-122.474773,45,38.554383,74.9,70,5781.1,3,5706.2,1,21.0,Two Year,0,Bank Withdrawal,Offer A,4,No,3,Male,Yes,Fiber Optic,0
89.3,Shaver Lake,93664,-119.001021,68,37.223,30.23,1,119.53,0,89.3,30,30.0,Month-to-Month,0,Bank Withdrawal,Offer E,3,Yes,0,Female,No,Fiber Optic,1
105.7,Lakeshore,93634,-119.216328,75,37.290606,1004.4,30,4186.2,6,3181.8,33,22.0,Month-to-Month,0,Bank Withdrawal,No Offer,7,Yes,4,Male,Yes,Fiber Optic,0
79.25,Sacramento,95832,-121.496855,64,38.445939,1379.52,32,3981.71,4,2619.15,43,18.0,One Year,0,Bank Withdrawal,No Offer,3,Yes,1,Male,Yes,Fiber Optic,0
19.0,Anaheim,92808,-117.726668,62,33.850452,28.28,1,47.28,1,19.0,28,0.0,Month-to-Month,1,Credit Card,Offer E,0,Yes,0,Female,Yes,No Internet,0
98.7,Shasta,96087,-122.512861,62,40.617614,392.0,56,6061.5,3,5669.5,7,18.0,Month-to-Month,0,Bank Withdrawal,Offer B,6,Yes,2,Female,Yes,Fiber Optic,0
74.55,Jenner,95450,-123.187019,20,38.505995,59.4,11,884.15,0,824.75,5,41.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,1,Male,No,Fiber Optic,1
109.3,Sacramento,95816,-121.46504,54,38.574856,1081.6,52,6869.15,0,5731.4,20,30.0,Two Year,0,Bank Withdrawal,No Offer,8,Yes,3,Male,No,Fiber Optic,0
19.7,San Jose,95119,-121.78809,57,37.233226,439.8,12,700.7,0,260.9,36,0.0,One Year,0,Credit Card,Offer D,0,No,0,Female,No,No Internet,0
35.6,Stockton,95212,-121.21653,46,38.049457,0.0,29,1072.6,0,1072.6,0,8.0,One Year,0,Mailed Check,Offer C,3,No,2,Male,No,DSL,0
82.1,Walnut Creek,94598,-122.008483,44,37.916648,53.46,33,2656.56,1,2603.1,1,30.0,Two Year,1,Credit Card,Offer C,7,No,3,Male,Yes,Cable,0
19.05,Fish Camp,93623,-119.679414,35,37.483535,1021.9,22,1475.95,0,454.05,46,0.0,Month-to-Month,1,Bank Withdrawal,Offer D,0,No,0,Female,Yes,No Internet,0
30.6,Beale Afb,95903,-121.392283,53,39.125311,0.0,29,856.35,0,856.35,0,7.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,1,Female,No,DSL,1
67.8,Gerber,96035,-122.176023,62,40.03194,370.8,10,1023.95,6,653.15,37,7.0,Month-to-Month,0,Credit Card,Offer D,5,Yes,1,Female,Yes,Cable,0
-5.0,Los Angeles,90035,-118.383843,42,34.051809,45.5,26,505.1,10,459.6,1,0.0,One Year,0,Credit Card,Offer C,0,No,0,Female,Yes,No Internet,0
29.15,Culver City,90230,-118.39704,33,33.993991,0.0,13,357.15,0,357.15,0,28.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,No,1,Female,No,DSL,0
103.15,Los Angeles,90021,-118.239504,40,34.029043,2603.7,66,9635.0,7,7031.3,39,19.0,One Year,2,Bank Withdrawal,No Offer,7,Yes,3,Male,Yes,Fiber Optic,0
115.65,Los Molinos,96055,-122.091481,51,40.059385,1201.9,70,9180.75,1,7968.85,17,20.0,One Year,0,Credit Card,Offer A,9,No,4,Male,Yes,Fiber Optic,1
69.15,Los Angeles,90062,-118.308933,54,34.003553,2.2,1,71.35,1,69.15,2,30.0,Month-to-Month,0,Bank Withdrawal,No Offer,1,Yes,0,Male,Yes,Fiber Optic,1
95.25,San Diego,92117,-117.199424,39,32.825086,1000.35,57,6465.0,0,5464.65,17,15.0,Two Year,0,Bank Withdrawal,No Offer,5,Yes,1,Female,No,Fiber Optic,1
105.2,Coronado,92118,-117.186612,61,32.68674,2494.58,58,8685.15,2,6225.4,43,30.0,One Year,3,Credit Card,No Offer,7,Yes,2,Female,Yes,Fiber Optic,0
80.0,Shafter,93263,-119.286833,48,35.490705,35.71,1,115.71,1,80.0,35,3.0,Month-to-Month,0,Bank Withdrawal,Offer E,3,No,0,Male,Yes,Cable,1
19.8,Susanville,96130,-120.612113,33,40.559177,45.36,3,103.51,0,58.15,15,0.0,Month-to-Month,0,Mailed Check,Offer E,0,Yes,0,Male,No,No Internet,1
98.5,Friant,93626,-119.69056,33,37.027663,145.3,10,1313.55,0,1058.25,14,30.0,Month-to-Month,0,Bank Withdrawal,No Offer,6,Yes,1,Female,No,Fiber Optic,1
73.85,Del Mar,92014,-117.256086,22,32.948262,1993.04,56,6085.89,0,4092.85,35,69.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,Yes,1,Female,No,Fiber Optic,1
89.1,Los Angeles,90007,-118.28515,42,34.027337,649.88,22,2599.28,0,1949.4,29,53.0,Month-to-Month,3,Credit Card,Offer D,4,Yes,1,Male,No,Fiber Optic,0
106.1,Guerneville,95446,-123.013347,31,38.52576,515.52,72,8040.73,9,7548.6,7,24.0,Two Year,1,Credit Card,Offer A,7,Yes,4,Male,Yes,Fiber Optic,0
75.1,Hinkley,92347,-117.239306,61,34.983808,4.53,1,79.63,0,75.1,4,28.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,0,Male,No,Fiber Optic,0
51.05,Oakland,94612,-122.269739,59,37.809014,587.34,39,2653.34,3,2066.0,15,11.0,Month-to-Month,2,Credit Card,No Offer,2,No,1,Female,Yes,DSL,0
49.9,Cantua Creek,93608,-120.407691,39,36.488056,9.0,1,58.9,0,49.9,9,53.0,Month-to-Month,3,Credit Card,Offer E,2,No,1,Female,No,Cable,0
89.1,Oakland,94619,-122.14633,44,37.787186,16.06,1,105.16,0,89.1,16,3.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,Yes,0,Male,No,Fiber Optic,1
91.6,Bethel Island,94511,-121.646924,61,38.050558,937.04,52,5624.84,3,4627.8,18,3.0,Two Year,0,Credit Card,Offer B,5,Yes,3,Male,Yes,Fiber Optic,0
98.5,Acampo,95220,-121.235034,35,38.200231,10.9,10,1048.65,1,1037.75,1,18.0,Month-to-Month,0,Bank Withdrawal,Offer D,6,Yes,1,Male,Yes,Fiber Optic,1
49.25,Bakersfield,93309,-119.064803,34,35.342891,152.04,4,360.49,0,208.45,38,5.0,Month-to-Month,0,Mailed Check,No Offer,2,No,1,Male,No,Cable,0
59.5,San Jose,95122,-121.834567,21,37.32886,0.0,70,4121.08,7,4144.8,0,30.0,Two Year,0,Bank Withdrawal,Offer A,7,No,3,Male,Yes,DSL,0
19.95,Heber,92249,-115.501083,39,32.730583,1808.4,60,3066.55,7,1258.15,30,0.0,Two Year,0,Credit Card,No Offer,0,No,0,Male,Yes,No Internet,0
64.4,Santa Barbara,93109,-119.726936,78,34.406256,204.56,8,786.26,7,581.7,25,12.0,Two Year,0,Credit Card,Offer E,5,Yes,2,Male,Yes,Cable,0
102.1,Los Angeles,90028,-118.326843,31,34.099869,320.7,10,1389.55,1,1068.85,32,22.0,Month-to-Month,0,Credit Card,No Offer,7,Yes,2,Female,Yes,Fiber Optic,1
19.65,Badger,93603,-118.924982,44,36.64545,91.02,3,151.67,1,60.65,30,0.0,Month-to-Month,3,Credit Card,No Offer,0,No,0,Female,Yes,No Internet,0
24.4,San Jose,95130,-121.986477,69,37.277592,2373.76,64,3922.41,9,1548.65,37,0.0,Two Year,1,Bank Withdrawal,No Offer,1,Yes,0,Male,Yes,No Internet,0
105.2,Victorville,92392,-117.362274,39,34.486835,2787.18,66,9724.03,6,6936.85,42,30.0,Month-to-Month,0,Bank Withdrawal,Offer A,7,Yes,2,Female,Yes,Fiber Optic,0
93.65,San Diego,92110,-117.19938,27,32.76501,1767.92,49,6254.94,7,4520.15,36,59.0,One Year,2,Bank Withdrawal,No Offer,5,Yes,2,Male,Yes,Fiber Optic,0
49.95,Niland,92257,-115.596574,37,33.345825,44.98,1,94.93,0,49.95,44,27.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,No,1,Female,No,DSL,0
94.7,El Sobrante,94803,-122.288296,55,37.963995,766.8,36,4279.3,0,3512.5,21,18.0,Month-to-Month,1,Bank Withdrawal,No Offer,5,Yes,1,Male,No,Fiber Optic,0
68.4,Lynwood,90262,-118.200669,24,33.923573,1565.42,58,5537.67,8,3972.25,26,53.0,One Year,0,Bank Withdrawal,No Offer,6,Yes,2,Female,Yes,Cable,0
74.9,Dos Palos,93620,-120.630682,55,37.045728,242.13,7,732.68,0,490.55,34,12.0,Month-to-Month,0,Bank Withdrawal,Offer E,2,Yes,1,Male,No,Fiber Optic,0
43.8,Calpine,96124,-120.456699,39,39.672813,37.5,1,81.3,0,43.8,37,3.0,Month-to-Month,0,Bank Withdrawal,Offer E,1,No,0,Female,No,DSL,0
116.05,Mentone,92359,-117.04054,75,34.103578,1538.64,72,10063.54,5,8404.9,21,13.0,Two Year,0,Bank Withdrawal,Offer A,9,Yes,4,Male,Yes,Fiber Optic,0
81.6,Montara,94037,-122.509594,76,37.540582,145.6,35,2960.85,2,2815.25,4,28.0,One Year,0,Bank Withdrawal,No Offer,3,Yes,1,Male,Yes,Fiber Optic,0
94.5,Klamath,95548,-124.035011,52,41.572813,994.56,28,3653.96,0,2659.4,35,26.0,Month-to-Month,0,Credit Card,No Offer,6,Yes,2,Male,No,Fiber Optic,1
100.4,Freedom,95019,-121.785559,45,36.936228,517.8,30,3454.05,0,2936.25,17,19.0,Month-to-Month,0,Bank Withdrawal,Offer C,6,Yes,1,Male,No,Fiber Optic,0
93.25,San Ardo,93450,-120.85305,49,35.996008,587.6,52,5219.3,1,4631.7,11,10.0,Month-to-Month,1,Bank Withdrawal,No Offer,6,Yes,2,Male,Yes,Fiber Optic,0
116.85,San Diego,92124,-117.089287,63,32.827238,2291.76,72,10769.46,1,8477.7,31,14.0,Two Year,1,Bank Withdrawal,Offer A,9,Yes,4,Female,Yes,Fiber Optic,0
20.65,Arcadia,91007,-118.047732,31,34.128284,296.36,31,954.65,10,702.05,9,0.0,Month-to-Month,1,Bank Withdrawal,No Offer,0,Yes,0,Male,Yes,No Internet,0
78.35,Ojai,93023,-118.931948,25,34.581308,2513.0,70,7958.95,2,5445.95,35,59.0,One Year,1,Bank Withdrawal,Offer A,8,No,4,Male,Yes,Cable,0
85.7,San Diego,92109,-117.232376,51,32.787836,1422.52,53,6038.62,5,4616.1,26,12.0,Month-to-Month,2,Bank Withdrawal,No Offer,8,No,3,Male,Yes,Cable,0
20.2,Ivanhoe,93235,-119.224243,28,36.385818,10.98,1,31.18,0,20.2,10,0.0,Month-to-Month,0,Bank Withdrawal,Offer E,0,Yes,0,Male,No,No Internet,1
20.15,Nice,95464,-122.838198,51,39.12334,186.2,10,407.0,1,220.8,18,0.0,Two Year,3,Credit Card,No Offer,0,No,0,Female,Yes,No Internet,0
25.7,Fulton,95439,-122.777141,68,38.493888,0.0,1,25.7,0,25.7,0,9.0,Month-to-Month,0,Mailed Check,No Offer,1,Yes,0,Female,No,Cable,1
19.85,Westwood,96137,-121.018087,46,40.271535,165.01,29,738.06,0,573.05,5,0.0,Month-to-Month,0,Mailed Check,No Offer,0,No,0,Female,Yes,No Internet,0
86.75,Citrus Heights,95621,-121.307864,21,38.69549,2499.83,59,7835.83,4,5186.0,42,73.0,Two Year,3,Bank Withdrawal,Offer B,8,Yes,4,Male,Yes,Cable,0
45.85,Guatay,91931,-116.561917,34,32.857946,39.04,2,120.04,0,81.0,19,16.0,Month-to-Month,0,Credit Card,No Offer,1,No,0,Male,No,Cable,1
106.45,Los Angeles,90038,-118.327168,57,34.088017,869.42,58,7015.27,0,6145.85,14,12.0,One Year,0,Bank Withdrawal,Offer B,7,Yes,3,Female,No,Fiber Optic,1
73.85,Oakley,94561,-121.686241,21,37.999406,1156.05,45,4527.05,9,3371.0,25,26.0,Two Year,1,Credit Card,Offer B,6,No,3,Male,Yes,DSL,0
81.45,Riverside,92501,-117.372498,32,33.994676,132.48,12,1044.48,0,912.0,11,16.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,0,Male,No,Fiber Optic,0
89.4,Los Angeles,90037,-118.287596,36,34.002642,209.52,12,1305.17,0,1095.65,17,9.0,Month-to-Month,0,Bank Withdrawal,Offer D,5,Yes,2,Female,No,Fiber Optic,1
44.55,Rohnert Park,94928,-122.697822,23,38.34719,1600.17,33,3062.77,6,1462.6,48,51.0,Month-to-Month,0,Credit Card,Offer C,1,Yes,0,Male,Yes,DSL,0
74.65,Fallbrook,92028,-117.299644,31,33.362575,327.87,9,1031.42,0,703.55,36,16.0,Month-to-Month,0,Bank Withdrawal,Offer E,6,Yes,2,Female,No,DSL,1
89.75,Oakland,94611,-122.216005,25,37.828416,134.61,7,717.39,1,608.8,19,52.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,Yes,2,Male,Yes,Fiber Optic,1
63.3,Bakersfield,93305,-118.984109,34,35.391733,2114.64,66,6263.72,5,4189.7,32,19.0,Two Year,0,Bank Withdrawal,No Offer,4,Yes,1,Male,Yes,DSL,0
96.25,San Diego,92109,-117.232376,63,32.787836,2422.68,52,7532.93,1,4990.25,46,26.0,Two Year,0,Bank Withdrawal,No Offer,6,Yes,2,Male,Yes,Fiber Optic,1
40.65,Studio City,91604,-118.39275,57,34.139082,0.0,49,2070.75,6,2070.75,0,11.0,Month-to-Month,0,Bank Withdrawal,No Offer,3,No,1,Female,Yes,Cable,0
49.7,Atherton,94027,-122.203168,34,37.454924,2613.85,61,5575.25,2,2961.4,42,11.0,One Year,2,Bank Withdrawal,Offer B,2,Yes,1,Female,Yes,DSL,0
25.15,Thornton,95686,-121.520223,19,38.157794,639.36,24,1192.36,0,553.0,26,0.0,Two Year,0,Credit Card,No Offer,1,No,0,Female,No,No Internet,0
49.9,Terra Bella,93270,-119.043666,33,35.939068,14.93,1,64.83,0,49.9,14,4.0,Month-to-Month,0,Bank Withdrawal,No Offer,2,Yes,1,Female,No,DSL,0
62.1,Round Mountain,96084,-122.059933,58,40.923558,548.59,17,1645.24,10,1096.65,32,28.0,One Year,3,Credit Card,No Offer,4,Yes,2,Male,Yes,Cable,0
20.4,Orange Cove,93646,-119.298895,53,36.633498,278.4,12,545.0,0,266.6,23,0.0,Month-to-Month,0,Credit Card,Offer D,0,No,0,Female,No,No Internet,0
62.05,Wheatland,95692,-121.409837,58,39.043387,47.83,1,119.88,0,62.05,47,12.0,Month-to-Month,0,Mailed Check,Offer E,4,No,2,Male,No,DSL,1
98.3,Waterford,95386,-120.626964,77,37.669516,133.59,61,6200.14,2,6066.55,2,8.0,One Year,0,Credit Card,No Offer,6,Yes,3,Male,Yes,Fiber Optic,0
69.35,San Jose,95119,-121.78809,19,37.233226,982.53,27,2909.83,0,1927.3,36,26.0,One Year,0,Credit Card,No Offer,6,No,3,Male,No,DSL,0
99.7,West Covina,91791,-117.893169,53,34.061634,1736.64,48,6713.84,2,4977.2,36,29.0,One Year,2,Bank Withdrawal,Offer B,6,Yes,2,Female,Yes,Fiber Optic,0
99.0,San Diego,92111,-117.169052,50,32.805518,3128.26,71,10162.86,5,6994.6,44,6.0,Two Year,0,Bank Withdrawal,No Offer,6,Yes,3,Male,Yes,Fiber Optic,0
58.5,Cedar Glen,92321,-117.175654,28,34.255203,140.8,4,365.65,9,224.85,35,52.0,Month-to-Month,3,Credit Card,No Offer,4,Yes,2,Female,Yes,DSL,0
106.2,Weed,96094,-122.380947,40,41.465121,1687.26,61,8062.46,6,6375.2,27,29.0,Month-to-Month,0,Bank Withdrawal,No Offer,7,Yes,2,Male,Yes,Fiber Optic,0
104.35,Concord,94519,-122.012188,23,37.990118,1417.01,31,4622.61,0,3205.6,45,58.0,Month-to-Month,0,Bank Withdrawal,No Offer,7,No,2,Female,No,Fiber Optic,0
84.15,Orangevale,95662,-121.218435,53,38.689174,1199.36,32,3785.31,1,2585.95,37,13.0,Month-to-Month,0,Bank Withdrawal,No Offer,4,No,1,Female,Yes,Fiber Optic,1
106.4,Visalia,93277,-119.375646,22,36.303793,1274.7,30,4546.6,0,3211.9,42,73.0,Month-to-Month,0,Bank Withdrawal,No Offer,7,No,2,Female,No,Fiber Optic,0
20.0,Descanso,91916,-116.635387,31,32.912664,1721.5,55,2808.75,4,1087.25,31,0.0,Month-to-Month,1,Credit Card,Offer B,0,No,0,Female,Yes,No Internet,0
20.35,Fresno,93705,-119.827813,37,36.78724,249.9,42,1119.8,0,869.9,5,0.0,Month-to-Month,0,Credit Card,Offer B,0,No,0,Female,Yes,No Internet,0
114.2,Cupertino,95014,-122.080621,21,37.306612,1174.6,70,8849.96,1,7723.9,16,48.0,Two Year,0,Bank Withdrawal,Offer A,9,Yes,4,Female,Yes,Fiber Optic,1
23.9,Fresno,93727,-119.68072,25,36.751489,2088.11,71,3751.61,1,1663.5,29,0.0,Two Year,2,Credit Card,Offer A,1,No,0,Female,Yes,No Internet,0
115.05,Tecate,91980,-116.636816,25,32.587557,1068.55,43,5952.89,0,4895.1,24,26.0,Two Year,0,Credit Card,Offer B,9,No,4,Female,No,Fiber Optic,0
25.15,Santa Barbara,93111,-119.802602,37,34.460197,0.0,19,468.35,0,468.35,0,6.0,Month-to-Month,0,Bank Withdrawal,Offer D,1,Yes,0,Male,No,DSL,0
19.8,Maywood,90270,-118.186565,33,33.988572,249.47,19,593.97,1,344.5,13,0.0,One Year,1,Credit Card,Offer D,0,No,0,Male,Yes,No Internet,0
